time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Время впрыска Цилиндр # 1 (ms)","[ECM] Время впрыска Цилиндр # 2 (ms)","[ECM] Время впрыска Цилиндр # 3 (ms)","[ECM] Время впрыска Цилиндр # 4 (ms)","[ECM] Датчик кислорода 1 Блок 1 (V)","[ECM] Датчик кислорода 2 Блок 1 (V)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Скорость автомобиля (km/h)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)","Экономайзер топлива (на основе состояния топливной системы и положения дроссельной заслонки) ()",
09:43:03.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:43:03.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:03.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:03.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:03.703,,,,,,,,,,,,,,,,,,,,,,,840,,26.25,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:03.863,,,,,,,,,,,,,,,,,0.8192,0.8192,0.8192,0.8192,-0.2,0.12823,,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:04.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1175,0,1,-7.25,1,0,0,0,0,40,1182.75,1182.25,5,46,0,0,,,,,,,,,,3.3399778696015896,,,,,,,,4.549315896361111,4.549316,4.549316,4.549316,,,,,,,,,,14.36239509552993,,,,,,,,,,,,
09:43:04.376,1.75,0,0,0,0,14.3,14.3,1148,0,41,40,40,41,40,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:04.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,
09:43:04.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,0,0.7706579668098016,0.797193,0.797193,0.797193,0,,1.107856367840908,4.3341533579740625,,1092,1.1,,,,,,,24.313725490196077,-0.74,40,,16.940084715291643,17.523359555590336,17.523359555590336,17.523359555590336,17.065968810147233,,0.7783645464778997,0.80516493,0.80516493,0.80516493,,,,,,,,
09:43:04.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.16,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,26,,,,14.5,,,
09:43:04.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.8,,,,,,
09:43:05.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:43:05.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:05.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:05.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:05.635,,,,,,,,,,,,,,,,,,,,,,,930,,26.25,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:05.717,,,,,,,,,,,,,,,,,0.8192,0.8192,0.8192,0.8192,-0.2,0.20638,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:05.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1333,0,1,-193.75,1,0,0,0,0,38,1115.5,1526.75,5,46,0,0,,,,,,,,,,2.915411494318179,,,,,,,,4.569325104583333,4.569325,4.569325,4.569325,,,,,,,,,,14.40162427222692,,,,,,,,,,,,
09:43:06.165,1.75,0,0,0,0,14.3,14.200000000000001,1355,0,38,39,37,38,38,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:06.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,0,0.7712666384872459,0.797802,0.797802,0.797802,0,,1.2894114247780466,5.044432670819311,,1392,1.4,,,,,,,22.352941176470587,-0.76,37,,16.87922441136033,17.459953056523666,17.459953056523666,17.459953056523666,17.016598368452684,,0.7789793048721183,0.80578002,0.80578002,0.80578002,,,,,,,,
09:43:06.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.34,,,,,,,,,,,,,14.117647058823529,,,,,,,,,,,,,,,,,,,,26,,,,26.5,,,
09:43:06.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.4,,,,,,
09:43:06.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:43:07.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:07.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:07.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:07.326,,,,,,,,,,,,,,,,,,,,,,,930,,26.25,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:07.459,,,,,,,,,,,,,,,,,0.8192,0.8192,0.8192,0.8192,-0.2,0.70133,,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:07.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1395,10.588235294117647,0,-46.25,1,0,0,0,0,35,1052,1441.25,4,46,1,0,,,,,,,,,,3.6840326422229905,,,,,,,,4.586755787083333,4.586756,4.586756,4.586756,,,,,,,,,,14.43390606018321,,,,,,,,,,-0.03167444484414828,,
09:43:08.045,2,2,10,0,0,14.200000000000001,13.9,1522,16.862745098039216,36,37,35,37,36,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:08.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,
09:43:08.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,0,0.7727705396805136,0.799306,0.799306,0.799306,-3.90625,,2.7603779064932317,10.799144654483868,,1490,1.5,,,,,,,43.92156862745098,-0.55,35,,16.84786754631011,17.426390241817963,17.426390241817963,17.426390241817963,16.968360230734447,,0.7804982450773187,0.80729906,0.80729906,0.80729906,,,,,,,,
09:43:08.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.735,,,,,,,,,,,,,18.431372549019606,,,,,,,,,,,,,,,,,,,,26,,,,33,,,
09:43:08.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.4,,,,,,
09:43:08.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.602990080000001,,,,,,,,,,,,,,,,,,
09:43:08.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:09.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.372549019607842,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:09.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:09.403,,,,,,,,,,,,,,,,,,,,,,,930,,26.25,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:09.542,,,,,,,,,,,,,,,,,6.5536,6.5536,6.5536,6.5536,-0.2,0.7638500000000001,,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:09.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1497,27.45098039215686,0,30,1,0,0,0,0,37,1071.5,1467,4,46,1,0,,,,,,,,,,7.460480828360085,,,,,,,,4.607235266527777,4.607235,4.607235,4.607235,,,,,,,,,,14.473143082973909,,,,,,,,,,,,
09:43:10.005,2.75,10,90,0,0,13.8,13.700000000000001,1503,27.45098039215686,37,37,37,37,37,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:10.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,0,0.7752553078491132,0.801791,0.801791,0.801791,-1.5625,,4.894399688470581,19.14786019273777,,1520,1.5,,,,,,,75.68627450980392,-0.24,38,,16.82690948043079,17.40286744652704,17.40286744652704,17.40286744652704,16.92599927426598,,0.7830078609276043,0.80980891,0.80980891,0.80980891,,,,,,,,
09:43:10.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.775,,,,,,,,,,,,,20.784313725490197,,,,,,,,,,,,,,,,,,,,26,,,,21.5,,,
09:43:10.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7,,,,,,
09:43:10.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58870144,,,,,,,,,,,,,,,,,,
09:43:10.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:10.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:10.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:11.192,,,,,,,,,,,,,,,,,,,,,,,930,,26.25,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:11.319,,,,,,,,,,,,,,,,,6.5536,6.5536,6.5536,6.5536,-0.2,0.77427,,38.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:11.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1580,27.45098039215686,0,7,1,0,0,0,0,39,1148.5,1573,4,46,1,0,,,,,,,,,,12.549742790950209,,,,,,,,4.62646778611111,4.626468,4.626468,4.626468,,,,,,,,,,14.511080143020283,,,,,,,,,,,,
09:43:11.726,3,11,100,0,0,13.8,13.700000000000001,1601,29.41176470588235,40,40,39,40,40,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:12.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,
09:43:12.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,0,0.7782256420184192,0.804761,0.804761,0.804761,-2.34375,,5.522608415608271,21.605537057057994,,1626,1.6,,,,,,,80,-0.2,40,,16.82116201813167,17.39471666074422,17.39471666074422,17.39471666074422,16.885011799581225,,0.7860078984386033,0.8128086099999999,0.8128086099999999,0.8128086099999999,,,,,,,,
09:43:12.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.775,,,,,,,,,,,,,21.176470588235293,,,,,,,,,,,,,,,,,,,,27,,,,22,,,
09:43:12.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.1,,,,,,
09:43:12.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58870144,,,,,,,,,,,,,,,,,,
09:43:12.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:12.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.764705882352942,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:12.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:13.093,,,,,,,,,,,,,,,,,,,,,,,930,,27,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:13.247,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.77427,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:13.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1670,0,0,-3.25,1,0,0,0,0,42,1222.5,1673.25,4,46,1,0,,,,,,,,,,13.14906765621017,,,,,,,,4.650390146111111,4.65039,4.65039,4.65039,,,,,,,,,,14.560101736731323,,,,,,,,,,,,
09:43:13.856,1.75,0,0,0,0,14.3,14.200000000000001,1667,0,42,42,42,42,42,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:14.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,0,0.7791807499578002,0.805716,0.805716,0.805716,0,,1.820052789207636,7.120406703450148,,1656,1.7,,,,,,,0,-0.72,41,,16.755169469154975,17.325772677130306,17.325772677130306,17.325772677130306,16.84506960677992,,0.7869725574573782,0.81377316,0.81377316,0.81377316,,,,,,,,
09:43:14.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.78,,,,,,,,,,,,,14.117647058823529,,,,,,,,,,,,,,,,,,,,27,,,,-1,,,
09:43:14.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.3,,,,,,
09:43:14.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:43:14.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:14.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:14.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:14.952,,,,,,,,,,,,,,,,,,,,,,,930,,27,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:15.093,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.7690600000000001,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:15.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1102,0,1,-117.25,1,0,0,0,0,30,890.5,1219.25,4,46,0,0,,,,,,,,,,6.06684263069212,,,,,,,,4.665726786111111,4.665727,4.665727,4.665727,,,,,,,,,,14.584775412018633,,,,,,,,,,,,
09:43:15.630,1.75,0,0,0,0,14.4,14.4,1055,0,28,28,28,28,28,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:15.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,
09:43:16.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,0,0.7798893024711141,0.806425,0.806425,0.806425,0,,1.2756196070446557,4.990476350418104,,1116,1.1,,,,,,,27.45098039215686,-0.71,24,,16.71528013154737,17.284015974359406,17.284015974359406,17.284015974359406,16.807602176155875,,0.7876881954958252,0.8144892499999999,0.8144892499999999,0.8144892499999999,,,,,,,,
09:43:16.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.06,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,26,,,,15,,,
09:43:16.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7,,,,,,
09:43:16.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.80262144,,,,,,,,,,,,,,,,,,
09:43:16.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:16.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:16.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:17.057,,,,,,,,,,,,,,,,,,,,,,,920,,26.25,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:17.192,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.055290000000000006,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:17.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,954,0,1,86.75,1,0,0,0,0,17,489.25,867.25,3,46,0,0,,,,,,,,,,7.503644747321505,,,,,,,,4.674990036055555,4.67499,4.67499,4.67499,,,,,,,,,,14.588882304314248,,,,,,,,,,,,
09:43:17.659,1.75,1,0,0,0,14.4,14.3,930,0,16,16,16,16,16,0,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:17.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,-2.34375,0.7804819620157907,0.807018,0.807018,0.807018,0,,1.1337928045462136,4.43562183123767,,918,0.9,,,,,,,30.980392156862745,-0.67,16,,16.694836908664502,17.26245403733484,17.26245403733484,17.26245403733484,16.77687092570657,,0.7882867816359486,0.81508818,0.81508818,0.81508818,,,,,,,,
09:43:18.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.055,,,,,,,,,,,,,13.333333333333334,,,,,,,,,,,,,,,,,,,,26,,,,8,,,
09:43:18.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.6,,,,,,
09:43:18.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.80262144,,,,,,,,,,,,,,,,,,
09:43:18.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
09:43:18.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.823529411764707,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:18.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:18.750,,,,,,,,,,,,,,,,,,,,,,,900,,26.25,80.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:18.882,,,,,,,,,,,,,,,,,4.9152000000000005,4.9152000000000005,4.9152000000000005,4.9152000000000005,-0.2,0.0605,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:43:19.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1283,29.41176470588235,0,469.25,1,0,0,0,0,15,459,813.75,3,46,0,0,,,,,,,,,,7.558618696974757,,,,,,,,4.6819637152222215,4.681964,4.681964,4.681964,,,,,,,,,,14.589477895938037,,,,,,,,,,-0.09033362871153487,,
09:43:19.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,
09:43:19.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,0,0.7826186755389528,0.809155,0.809155,0.809155,-2.34375,,4.6725284697160125,18.279856076214067,,1605,1.6,,,,,,,68.62745098039215,-0.31,17,,16.7156074489528,17.2823840593392,17.2823840593392,17.2823840593392,16.75482757614702,,0.7904448622943423,0.81724655,0.81724655,0.81724655,,,,,,,,
09:43:19.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.08,,,,,,,,,,,,,16.862745098039216,,,,,,,,,,,,,,,,,,,,27,,,,18.5,,,
09:43:19.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.4,,,,,,
