time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Время впрыска Цилиндр # 1 (ms)","[ECM] Время впрыска Цилиндр # 2 (ms)","[ECM] Время впрыска Цилиндр # 3 (ms)","[ECM] Время впрыска Цилиндр # 4 (ms)","[ECM] Датчик кислорода 1 Блок 1 (V)","[ECM] Датчик кислорода 2 Блок 1 (V)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Скорость автомобиля (km/h)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)","Экономайзер топлива (на основе состояния топливной системы и положения дроссельной заслонки) ()",
09:27:26.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,974,0,0,122.75,0,0,0,1,0,0,0,851.25,0,18,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:26.704,1.75,0,0,0,0,14.200000000000001,14.200000000000001,978,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:26.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,
09:27:27.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.10715740116087627,0.133695,0.133695,0.133695,1.5625,,1.5110262736012565,5.911433817435423,,965,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.10822897517248503,0.13503195,0.13503195,0.13503195,,,,,,,,
09:27:27.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-1.5,,,
09:27:27.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,527.2,7,,,,,
09:27:27.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:27.529,,,,,,,,,,,,,,,,,,,,,,,970,,10.5,24.75,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:27.663,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:27.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,980,0,0,123.5,0,0,0,1,0,0,0,856.5,0,18,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:28.160,1.75,0,0,0,0,14.200000000000001,14.200000000000001,971,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:28.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.10776810486269897,0.134306,0.134306,0.134306,1.5625,,1.5235529162839614,5.960440522657687,,973,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.10884578591132596,0.13564906000000002,0.13564906000000002,0.13564906000000002,,,,,,,,
09:27:28.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-2.5,,,
09:27:28.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,527.4,7,,,,,
09:27:28.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:29.159,,,,,,,,,,,,,,,,,,,,,,,970,,10.5,24.75,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:29.292,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:29.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,980,0,0,121.5,0,0,0,1,0,0,0,858.5,0,18,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:29.769,1.75,0,0,0,0,14.3,14.3,974,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:29.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,
09:27:30.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.10847117182423531,0.135009,0.135009,0.135009,1.5625,,1.5345137286313273,6.003321389727165,,980,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.10955588354247767,0.13635909,0.13635909,0.13635909,,,,,,,,
09:27:30.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,527.7,7,,,,,
09:27:30.830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:31.114,,,,,,,,,,,,,,,,,,,,,,,970,,10.5,24.75,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:31.218,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:31.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,980,0,0,117.75,0,0,0,1,0,0,0,862.25,0,18,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:31.624,1.75,0,0,0,0,14.100000000000001,14.100000000000001,975,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:31.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.10922532143597992,0.135763,0.135763,0.135763,0.78125,,1.5266845769546369,5.9726921989632515,,975,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11031757465033971,0.13712063,0.13712063,0.13712063,,,,,,,,
09:27:32.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,
09:27:32.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
09:27:32.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:32.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:32.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:32.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,
09:27:32.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.10963813664747175,0.136176,0.136176,0.136176,0.78125,,1.5235529162839614,5.960440522657687,,973,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11073451801394647,0.13753775999999998,0.13753775999999998,0.13753775999999998,,,,,,,,
09:27:32.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.44,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-2.5,,,
09:27:33.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,527.9,7,,,,,
09:27:33.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:33.393,,,,,,,,,,,,,,,,,,,,,,,960,,10.5,24.75,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:33.502,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.44083,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:33.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,973,0,0,119.75,0,0,0,1,0,0,0,853.25,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:33.970,1.75,0,0,0,0,14.200000000000001,14.3,966,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:34.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.1101740910267276,0.136712,0.136712,0.136712,1.5625,,1.5188554252779467,5.942063008199336,,970,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11127583193699488,0.13807912,0.13807912,0.13807912,,,,,,,,
09:27:34.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.445,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-3,,,
09:27:34.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,528.1,7,,,,,
09:27:34.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:34.805,,,,,,,,,,,,,,,,,,,,,,,960,,10.5,26.25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:34.939,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.44604000000000005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:35.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,963,0,0,125.75,0,0,0,1,0,0,0,837.25,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:35.414,1.75,0,0,0,0,14.200000000000001,14.200000000000001,965,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:35.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,
09:27:35.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11085873268907483,0.137397,0.137397,0.137397,1.5625,,1.5063287825952418,5.893056302977073,,962,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11196732001596557,0.13877097,0.13877097,0.13877097,,,,,,,,
09:27:35.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.44,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-2,,,
09:27:35.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,528.4,7,,,,,
09:27:36.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:36.375,,,,,,,,,,,,,,,,,,,,,,,960,,10.5,26.25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:36.471,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.44083,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:36.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,964,0,0,125,0,0,0,1,0,0,0,839,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:36.911,1.75,0,0,0,0,14.200000000000001,14.200000000000001,970,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:37.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11138363563624935,0.137922,0.137922,0.137922,0.78125,,1.512592103936594,5.917559655588204,,966,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11249747199261184,0.13930122,0.13930122,0.13930122,,,,,,,,
09:27:37.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.435,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-1.5,,,
09:27:37.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,528.5,7,,,,,
09:27:37.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:37.449,,,,,,,,,,,,,,,,,,,,,,,960,,10.5,26.25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:37.546,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:37.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,971,0,0,124,0,0,0,1,0,0,0,847,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:38.031,1.75,0,0,0,0,14.3,14.3,962,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:38.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,
09:27:38.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11193493261249275,0.138473,0.138473,0.138473,1.5625,,1.5204212556132846,5.948188846352119,,971,1,,,,,,,38.431372549019606,-0.59,,,,,,,,,0.11305428193861768,0.13985773,0.13985773,0.13985773,,,,,,,,
09:27:38.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.43,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-2.5,,,
09:27:38.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,528.7,7,,,,,
09:27:38.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:38.945,,,,,,,,,,,,,,,,,,,,,,,960,,10.5,26.25,48.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:39.064,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43562000000000006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:39.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,967,0,0,123.25,0,0,0,1,0,0,0,843.75,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:39.456,1.75,0,0,0,0,14.100000000000001,14.100000000000001,965,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:39.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11251734781709209,0.139055,0.139055,0.139055,1.5625,,1.5016312915892278,5.874678788518726,,959,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11364252129526302,0.14044555,0.14044555,0.14044555,,,,,,,,
09:27:39.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.44,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-2.5,,,
09:27:39.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,528.9,7,,,,,
09:27:40.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:40.263,,,,,,,,,,,,,,,,,,,,,,,960,,10.5,26.25,48.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:40.369,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.44083,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:40.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,960,0,0,121,0,0,0,1,0,0,0,839,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:41.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,
09:27:41.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11312752060130457,0.139665,0.139665,0.139665,1.5625,,1.5063287825952418,5.893056302977073,,962,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11425879580731761,0.14106165,0.14106165,0.14106165,,,,,,,,
09:27:41.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.45,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
09:27:41.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,529,7,,,,,
09:27:41.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:41.827,,,,,,,,,,,,,,,,,,,,,,,960,,11.25,26.25,48.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:41.932,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.45125,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:42.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,969,0,0,123.75,0,0,0,1,0,0,0,845.25,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:42.460,1.75,0,0,0,0,14.200000000000001,14.200000000000001,972,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:42.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11374804703065192,0.140286,0.140286,0.140286,1.5625,,1.513510165994899,5.921151296046602,,970,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11488552750095844,0.14168886,0.14168886,0.14168886,,,,,,,,
09:27:42.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.465,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,10,,,,-2.5,,,
09:27:42.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,529.2,7,,,,,
09:27:43.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:43.186,,,,,,,,,,,,,,,,,,,,,,,960,,11.25,26.25,48.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:43.310,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.4773,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:43.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,957,0,0,121.25,0,0,0,1,0,0,0,835.75,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:43.783,1.75,0,0,0,0,14.3,14.3,955,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:44.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,
09:27:44.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11437600571123763,0.140914,0.140914,0.140914,1.5625,,1.5016312915892278,5.874678788518726,,959,1,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11551976576835,0.14232314000000001,0.14232314000000001,0.14232314000000001,,,,,,,,
09:27:44.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.5,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
